"","location","time","execrlc"
"3290","KGZ",1994,1
"3291","KGZ",1995,1
"3292","KGZ",1996,1
"3293","KGZ",1997,1
"3294","KGZ",1998,1
"3295","KGZ",1999,1
"3296","KGZ",2000,1
"3297","KGZ",2001,0
"3298","KGZ",2002,1
"3299","KGZ",2003,1
"3300","KGZ",2004,1
"3301","KGZ",2005,1
"3302","KGZ",2006,0
"3303","KGZ",2007,0
"3304","KGZ",2008,0
"3305","KGZ",2009,0
"3306","KGZ",2010,0
"3307","KGZ",2011,0
"3308","KGZ",2012,0
"3309","KHM",1975,1
"3310","KHM",1976,3
"3311","KHM",1977,3
"3312","KHM",1978,3
"3313","KHM",1979,3
"3314","KHM",1980,3
"3315","KHM",1981,3
"3316","KHM",1982,3
"3317","KHM",1983,3
"3318","KHM",1984,3
"3319","KHM",1985,3
"3320","KHM",1986,3
"3321","KHM",1987,3
"3322","KHM",1988,3
"3323","KHM",1989,3
"3324","KHM",1990,3
"3325","KHM",1991,3
"3326","KHM",1992,3
"3327","KHM",1993,3
"3328","KHM",1994,0
"3329","KHM",1995,0
"3330","KHM",1996,0
"3331","KHM",1997,0
"3332","KHM",1998,0
"3333","KHM",1999,0
"3334","KHM",2000,0
"3335","KHM",2001,3
"3336","KHM",2002,3
"3337","KHM",2003,3
"3338","KHM",2004,3
"3339","KHM",2005,3
"3340","KHM",2006,3
"3341","KHM",2007,3
"3342","KHM",2008,3
"3343","KHM",2009,3
"3344","KHM",2010,3
"3345","KHM",2011,3
"3346","KHM",2012,3
"3347","KOR",1975,1
"3348","KOR",1976,1
"3349","KOR",1977,1
"3350","KOR",1978,1
"3351","KOR",1979,1
"3352","KOR",1980,1
"3353","KOR",1981,1
"3354","KOR",1982,1
"3355","KOR",1983,1
"3356","KOR",1984,1
"3357","KOR",1985,1
"3358","KOR",1986,1
"3359","KOR",1987,1
"3360","KOR",1988,1
"3361","KOR",1989,1
"3362","KOR",1990,1
"3363","KOR",1991,1
"3364","KOR",1992,1
"3365","KOR",1993,1
"3366","KOR",1994,1
"3367","KOR",1995,1
"3368","KOR",1996,2
"3369","KOR",1997,2
"3370","KOR",1998,2
"3371","KOR",1999,2
"3372","KOR",2000,2
"3373","KOR",2001,2
"3374","KOR",2002,2
"3375","KOR",2003,2
"3376","KOR",2004,2
"3377","KOR",2005,2
"3378","KOR",2006,2
"3379","KOR",2007,2
"3380","KOR",2008,1
"3381","KOR",2009,1
"3382","KOR",2010,1
"3383","KOR",2011,1
"3384","KOR",2012,1
"3385","KWT",1975,0
"3386","KWT",1976,0
"3387","KWT",1977,0
"3388","KWT",1978,0
"3389","KWT",1979,0
"3390","KWT",1980,0
"3391","KWT",1981,0
"3392","KWT",1982,0
"3393","KWT",1983,0
"3394","KWT",1984,0
"3395","KWT",1985,0
"3396","KWT",1986,0
"3397","KWT",1987,0
"3398","KWT",1988,0
"3399","KWT",1989,0
"3400","KWT",1990,0
"3401","KWT",1991,0
"3402","KWT",1992,0
"3403","KWT",1993,0
"3404","KWT",1994,0
"3405","KWT",1995,0
"3406","KWT",1996,0
"3407","KWT",1997,0
"3408","KWT",1998,0
"3409","KWT",1999,0
"3410","KWT",2000,0
"3411","KWT",2001,0
"3412","KWT",2002,0
"3413","KWT",2003,0
"3414","KWT",2004,0
"3415","KWT",2005,0
"3416","KWT",2006,0
"3417","KWT",2007,0
"3418","KWT",2008,0
"3419","KWT",2009,0
"3420","KWT",2010,0
"3421","KWT",2011,0
"3422","KWT",2012,0
"3423","LAO",1975,NA
"3424","LAO",1976,3
"3425","LAO",1977,3
"3426","LAO",1978,3
"3427","LAO",1979,3
"3428","LAO",1980,3
"3429","LAO",1981,3
"3430","LAO",1982,3
"3431","LAO",1983,3
"3432","LAO",1984,3
"3433","LAO",1985,3
"3434","LAO",1986,3
"3435","LAO",1987,3
"3436","LAO",1988,3
"3437","LAO",1989,3
"3438","LAO",1990,3
"3439","LAO",1991,3
"3440","LAO",1992,3
"3441","LAO",1993,3
"3442","LAO",1994,3
"3443","LAO",1995,3
"3444","LAO",1996,3
"3445","LAO",1997,3
"3446","LAO",1998,3
"3447","LAO",1999,3
"3448","LAO",2000,3
"3449","LAO",2001,3
"3450","LAO",2002,3
"3451","LAO",2003,3
"3452","LAO",2004,3
"3453","LAO",2005,3
"3454","LAO",2006,3
"3455","LAO",2007,3
"3456","LAO",2008,3
"3457","LAO",2009,3
"3458","LAO",2010,3
"3459","LAO",2011,3
"3460","LAO",2012,3
"3461","LBN",1975,1
"3462","LBN",1976,1
"3463","LBN",1977,1
"3464","LBN",1978,1
"3465","LBN",1979,1
"3466","LBN",1980,1
"3467","LBN",1981,1
"3468","LBN",1982,1
"3469","LBN",1983,1
"3470","LBN",1984,1
"3471","LBN",1985,1
"3472","LBN",1986,1
"3473","LBN",1987,1
"3474","LBN",1988,1
"3475","LBN",1989,0
"3476","LBN",1990,1
"3477","LBN",1991,1
"3478","LBN",1992,1
"3479","LBN",1993,1
"3480","LBN",1994,1
"3481","LBN",1995,1
"3482","LBN",1996,1
"3483","LBN",1997,1
"3484","LBN",1998,1
"3485","LBN",1999,0
"3486","LBN",2000,0
"3487","LBN",2001,0
"3488","LBN",2002,0
"3489","LBN",2003,0
"3490","LBN",2004,0
"3491","LBN",2005,0
"3492","LBN",2006,0
"3493","LBN",2007,0
"3494","LBN",2008,0
"3495","LBN",2009,1
"3496","LBN",2010,1
"3497","LBN",2011,1
"3498","LBN",2012,1
"3499","LBR",1975,3
"3500","LBR",1976,3
"3501","LBR",1977,3
"3502","LBR",1978,3
"3503","LBR",1979,3
"3504","LBR",1980,3
"3505","LBR",1981,0
"3506","LBR",1982,0
"3507","LBR",1983,0
"3508","LBR",1984,0
"3509","LBR",1985,0
"3510","LBR",1986,0
"3511","LBR",1987,0
"3512","LBR",1988,0
"3513","LBR",1989,0
"3514","LBR",1990,0
"3515","LBR",1991,0
"3516","LBR",1992,0
"3517","LBR",1993,0
"3518","LBR",1994,0
"3519","LBR",1995,0
"3520","LBR",1996,0
"3521","LBR",1997,0
"3522","LBR",1998,0
"3523","LBR",1999,0
"3524","LBR",2000,0
"3525","LBR",2001,0
"3526","LBR",2002,0
"3527","LBR",2003,0
"3528","LBR",2004,NA
"3529","LBR",2005,NA
"3530","LBR",2006,0
"3531","LBR",2007,0
"3532","LBR",2008,0
"3533","LBR",2009,0
"3534","LBR",2010,0
"3535","LBR",2011,0
"3536","LBR",2012,0
"3537","LBY",1975,3
"3538","LBY",1976,3
"3539","LBY",1977,3
"3540","LBY",1978,3
"3541","LBY",1979,3
"3542","LBY",1980,3
"3543","LBY",1981,3
"3544","LBY",1982,3
"3545","LBY",1983,3
"3546","LBY",1984,3
"3547","LBY",1985,3
"3548","LBY",1986,3
"3549","LBY",1987,3
"3550","LBY",1988,3
"3551","LBY",1989,3
"3552","LBY",1990,3
"3553","LBY",1991,3
"3554","LBY",1992,3
"3555","LBY",1993,3
"3556","LBY",1994,3
"3557","LBY",1995,3
"3558","LBY",1996,3
"3559","LBY",1997,3
"3560","LBY",1998,3
"3561","LBY",1999,3
"3562","LBY",2000,3
"3563","LBY",2001,3
"3564","LBY",2002,3
"3565","LBY",2003,3
"3566","LBY",2004,3
"3567","LBY",2005,3
"3568","LBY",2006,3
"3569","LBY",2007,3
"3570","LBY",2008,3
"3571","LBY",2009,3
"3572","LBY",2010,3
"3573","LBY",2011,3
"3574","LBY",2012,3
"3575","LCA",1975,NA
"3576","LCA",1976,NA
"3577","LCA",1977,NA
"3578","LCA",1978,NA
"3579","LCA",1979,NA
"3580","LCA",1980,3
"3581","LCA",1981,3
"3582","LCA",1982,3
"3583","LCA",1983,1
"3584","LCA",1984,1
"3585","LCA",1985,1
"3586","LCA",1986,1
"3587","LCA",1987,1
"3588","LCA",1988,1
"3589","LCA",1989,1
"3590","LCA",1990,1
"3591","LCA",1991,1
"3592","LCA",1992,1
"3593","LCA",1993,1
"3594","LCA",1994,1
"3595","LCA",1995,1
"3596","LCA",1996,1
"3597","LCA",1997,1
"3598","LCA",1998,3
"3599","LCA",1999,3
"3600","LCA",2000,3
"3601","LCA",2001,3
"3602","LCA",2002,3
"3603","LCA",2003,3
"3604","LCA",2004,3
"3605","LCA",2005,3
"3606","LCA",2006,3
"3607","LCA",2007,1
"3608","LCA",2008,1
"3609","LCA",2009,1
"3610","LCA",2010,1
"3611","LCA",2011,1
"3612","LCA",2012,3
"3613","LKA",1975,3
"3614","LKA",1976,3
"3615","LKA",1977,3
"3616","LKA",1978,2
"3617","LKA",1979,2
"3618","LKA",1980,2
"3619","LKA",1981,2
"3620","LKA",1982,2
"3621","LKA",1983,2
"3622","LKA",1984,2
"3623","LKA",1985,2
"3624","LKA",1986,2
"3625","LKA",1987,2
"3626","LKA",1988,2
"3627","LKA",1989,2
"3628","LKA",1990,2
"3629","LKA",1991,2
"3630","LKA",1992,2
"3631","LKA",1993,2
"3632","LKA",1994,2
"3633","LKA",1995,3
"3634","LKA",1996,3
"3635","LKA",1997,3
"3636","LKA",1998,3
"3637","LKA",1999,3
"3638","LKA",2000,3
"3639","LKA",2001,3
"3640","LKA",2002,3
"3641","LKA",2003,3
"3642","LKA",2004,3
"3643","LKA",2005,3
"3644","LKA",2006,0
"3645","LKA",2007,0
"3646","LKA",2008,0
"3647","LKA",2009,0
"3648","LKA",2010,0
"3649","LKA",2011,0
"3650","LKA",2012,0
"3651","LSO",1975,1
"3652","LSO",1976,1
"3653","LSO",1977,1
"3654","LSO",1978,1
"3655","LSO",1979,1
"3656","LSO",1980,1
"3657","LSO",1981,1
"3658","LSO",1982,1
"3659","LSO",1983,1
"3660","LSO",1984,1
"3661","LSO",1985,1
"3662","LSO",1986,1
"3663","LSO",1987,0
"3664","LSO",1988,0
"3665","LSO",1989,0
"3666","LSO",1990,0
"3667","LSO",1991,0
"3668","LSO",1992,0
"3669","LSO",1993,0
"3670","LSO",1994,3
"3671","LSO",1995,3
"3672","LSO",1996,3
"3673","LSO",1997,3
"3674","LSO",1998,3
"3675","LSO",1999,3
"3676","LSO",2000,3
"3677","LSO",2001,3
"3678","LSO",2002,3
"3679","LSO",2003,3
"3680","LSO",2004,3
"3681","LSO",2005,3
"3682","LSO",2006,3
"3683","LSO",2007,3
"3684","LSO",2008,3
"3685","LSO",2009,3
"3686","LSO",2010,3
"3687","LSO",2011,3
"3688","LSO",2012,3
"3689","LTU",1975,NA
"3690","LTU",1976,NA
"3691","LTU",1977,NA
"3692","LTU",1978,NA
"3693","LTU",1979,NA
"3694","LTU",1980,NA
"3695","LTU",1981,NA
"3696","LTU",1982,NA
"3697","LTU",1983,NA
"3698","LTU",1984,NA
"3699","LTU",1985,NA
"3700","LTU",1986,NA
"3701","LTU",1987,NA
"3702","LTU",1988,NA
"3703","LTU",1989,NA
"3704","LTU",1990,NA
"3705","LTU",1991,NA
"3706","LTU",1992,1
"3707","LTU",1993,3
"3708","LTU",1994,3
"3709","LTU",1995,3
"3710","LTU",1996,3
"3711","LTU",1997,3
"3712","LTU",1998,0
"3713","LTU",1999,0
"3714","LTU",2000,0
"3715","LTU",2001,0
"3716","LTU",2002,0
"3717","LTU",2003,0
"3718","LTU",2004,1
"3719","LTU",2005,0
"3720","LTU",2006,0
"3721","LTU",2007,0
"3722","LTU",2008,0
"3723","LTU",2009,0
"3724","LTU",2010,0
"3725","LTU",2011,0
"3726","LTU",2012,0
"3727","LUX",1975,1
"3728","LUX",1976,1
"3729","LUX",1977,1
"3730","LUX",1978,1
"3731","LUX",1979,1
"3732","LUX",1980,2
"3733","LUX",1981,2
"3734","LUX",1982,2
"3735","LUX",1983,2
"3736","LUX",1984,2
"3737","LUX",1985,2
"3738","LUX",1986,2
"3739","LUX",1987,2
"3740","LUX",1988,2
"3741","LUX",1989,2
"3742","LUX",1990,2
"3743","LUX",1991,2
"3744","LUX",1992,2
"3745","LUX",1993,2
"3746","LUX",1994,2
"3747","LUX",1995,2
"3748","LUX",1996,2
"3749","LUX",1997,2
"3750","LUX",1998,2
"3751","LUX",1999,2
"3752","LUX",2000,2
"3753","LUX",2001,2
"3754","LUX",2002,2
"3755","LUX",2003,2
"3756","LUX",2004,2
"3757","LUX",2005,2
"3758","LUX",2006,2
"3759","LUX",2007,2
"3760","LUX",2008,2
"3761","LUX",2009,2
"3762","LUX",2010,2
"3763","LUX",2011,2
"3764","LUX",2012,2
"3765","LVA",1975,NA
"3766","LVA",1976,NA
"3767","LVA",1977,NA
"3768","LVA",1978,NA
"3769","LVA",1979,NA
"3770","LVA",1980,NA
"3771","LVA",1981,NA
"3772","LVA",1982,NA
"3773","LVA",1983,NA
"3774","LVA",1984,NA
"3775","LVA",1985,NA
"3776","LVA",1986,NA
"3777","LVA",1987,NA
"3778","LVA",1988,NA
"3779","LVA",1989,NA
"3780","LVA",1990,NA
"3781","LVA",1991,NA
"3782","LVA",1992,NA
"3783","LVA",1993,NA
"3784","LVA",1994,1
"3785","LVA",1995,1
"3786","LVA",1996,2
"3787","LVA",1997,2
"3788","LVA",1998,1
"3789","LVA",1999,1
"3790","LVA",2000,1
"3791","LVA",2001,1
"3792","LVA",2002,1
"3793","LVA",2003,2
"3794","LVA",2004,2
"3795","LVA",2005,2
"3796","LVA",2006,2
"3797","LVA",2007,2
"3798","LVA",2008,1
"3799","LVA",2009,1
"3800","LVA",2010,1
"3801","LVA",2011,0
"3802","LVA",2012,0
"3803","MAR",1975,0
"3804","MAR",1976,0
"3805","MAR",1977,0
"3806","MAR",1978,0
"3807","MAR",1979,0
"3808","MAR",1980,0
"3809","MAR",1981,0
"3810","MAR",1982,0
"3811","MAR",1983,0
"3812","MAR",1984,0
"3813","MAR",1985,0
"3814","MAR",1986,0
"3815","MAR",1987,0
"3816","MAR",1988,0
"3817","MAR",1989,0
"3818","MAR",1990,0
"3819","MAR",1991,0
"3820","MAR",1992,0
"3821","MAR",1993,0
"3822","MAR",1994,0
"3823","MAR",1995,0
"3824","MAR",1996,0
"3825","MAR",1997,0
"3826","MAR",1998,0
"3827","MAR",1999,0
"3828","MAR",2000,0
"3829","MAR",2001,0
"3830","MAR",2002,0
"3831","MAR",2003,0
"3832","MAR",2004,0
"3833","MAR",2005,0
"3834","MAR",2006,0
"3835","MAR",2007,0
"3836","MAR",2008,0
"3837","MAR",2009,0
"3838","MAR",2010,0
"3839","MAR",2011,0
"3840","MAR",2012,0
"3841","MDA",1975,NA
"3842","MDA",1976,NA
"3843","MDA",1977,NA
"3844","MDA",1978,NA
"3845","MDA",1979,NA
"3846","MDA",1980,NA
"3847","MDA",1981,NA
"3848","MDA",1982,NA
"3849","MDA",1983,NA
"3850","MDA",1984,NA
"3851","MDA",1985,NA
"3852","MDA",1986,NA
"3853","MDA",1987,NA
"3854","MDA",1988,NA
"3855","MDA",1989,NA
"3856","MDA",1990,NA
"3857","MDA",1991,NA
"3858","MDA",1992,2
"3859","MDA",1993,2
"3860","MDA",1994,2
"3861","MDA",1995,3
"3862","MDA",1996,3
"3863","MDA",1997,3
"3864","MDA",1998,3
"3865","MDA",1999,3
"3866","MDA",2000,3
"3867","MDA",2001,3
"3868","MDA",2002,3
"3869","MDA",2003,3
"3870","MDA",2004,3
"3871","MDA",2005,3
"3872","MDA",2006,3
"3873","MDA",2007,3
"3874","MDA",2008,3
"3875","MDA",2009,3
"3876","MDA",2010,1
"3877","MDA",2011,2
"3878","MDA",2012,2
"3879","MDG",1975,3
"3880","MDG",1976,3
"3881","MDG",1977,3
"3882","MDG",1978,3
"3883","MDG",1979,3
"3884","MDG",1980,3
"3885","MDG",1981,3
"3886","MDG",1982,3
"3887","MDG",1983,3
"3888","MDG",1984,3
"3889","MDG",1985,3
"3890","MDG",1986,3
"3891","MDG",1987,3
"3892","MDG",1988,3
"3893","MDG",1989,3
"3894","MDG",1990,3
"3895","MDG",1991,3
"3896","MDG",1992,3
"3897","MDG",1993,3
"3898","MDG",1994,0
"3899","MDG",1995,0
"3900","MDG",1996,0
"3901","MDG",1997,3
"3902","MDG",1998,3
"3903","MDG",1999,3
"3904","MDG",2000,3
"3905","MDG",2001,3
"3906","MDG",2002,0
"3907","MDG",2003,0
"3908","MDG",2004,0
"3909","MDG",2005,0
"3910","MDG",2006,0
"3911","MDG",2007,0
"3912","MDG",2008,0
"3913","MDG",2009,0
"3914","MDG",2010,0
"3915","MDG",2011,0
"3916","MDG",2012,0
"3917","MDV",1975,0
"3918","MDV",1976,0
"3919","MDV",1977,0
"3920","MDV",1978,0
"3921","MDV",1979,0
"3922","MDV",1980,0
"3923","MDV",1981,0
"3924","MDV",1982,0
"3925","MDV",1983,0
"3926","MDV",1984,0
"3927","MDV",1985,0
"3928","MDV",1986,0
"3929","MDV",1987,0
"3930","MDV",1988,0
"3931","MDV",1989,0
"3932","MDV",1990,0
"3933","MDV",1991,0
"3934","MDV",1992,0
"3935","MDV",1993,0
"3936","MDV",1994,0
"3937","MDV",1995,0
"3938","MDV",1996,0
"3939","MDV",1997,0
"3940","MDV",1998,0
"3941","MDV",1999,0
"3942","MDV",2000,0
"3943","MDV",2001,0
"3944","MDV",2002,0
"3945","MDV",2003,0
"3946","MDV",2004,0
"3947","MDV",2005,0
"3948","MDV",2006,0
"3949","MDV",2007,0
"3950","MDV",2008,0
"3951","MDV",2009,1
"3952","MDV",2010,1
"3953","MDV",2011,1
"3954","MDV",2012,1
"3955","MEX",1975,3
"3956","MEX",1976,3
"3957","MEX",1977,3
"3958","MEX",1978,3
"3959","MEX",1979,3
"3960","MEX",1980,3
"3961","MEX",1981,3
"3962","MEX",1982,3
"3963","MEX",1983,3
"3964","MEX",1984,3
"3965","MEX",1985,3
"3966","MEX",1986,3
"3967","MEX",1987,3
"3968","MEX",1988,3
"3969","MEX",1989,3
"3970","MEX",1990,3
"3971","MEX",1991,3
"3972","MEX",1992,3
"3973","MEX",1993,3
"3974","MEX",1994,3
"3975","MEX",1995,3
"3976","MEX",1996,3
"3977","MEX",1997,3
"3978","MEX",1998,3
"3979","MEX",1999,3
"3980","MEX",2000,3
"3981","MEX",2001,1
"3982","MEX",2002,1
"3983","MEX",2003,1
"3984","MEX",2004,1
"3985","MEX",2005,1
"3986","MEX",2006,1
"3987","MEX",2007,1
"3988","MEX",2008,1
"3989","MEX",2009,1
"3990","MEX",2010,1
"3991","MEX",2011,1
"3992","MEX",2012,1
"3993","MKD",1975,NA
"3994","MKD",1976,NA
"3995","MKD",1977,NA
"3996","MKD",1978,NA
"3997","MKD",1979,NA
"3998","MKD",1980,NA
"3999","MKD",1981,NA
"4000","MKD",1982,NA
"4001","MKD",1983,NA
"4002","MKD",1984,NA
"4003","MKD",1985,NA
"4004","MKD",1986,NA
"4005","MKD",1987,NA
"4006","MKD",1988,NA
"4007","MKD",1989,NA
"4008","MKD",1990,NA
"4009","MKD",1991,NA
"4010","MKD",1992,3
"4011","MKD",1993,3
"4012","MKD",1994,3
"4013","MKD",1995,3
"4014","MKD",1996,3
"4015","MKD",1997,3
"4016","MKD",1998,3
"4017","MKD",1999,0
"4018","MKD",2000,0
"4019","MKD",2001,0
"4020","MKD",2002,0
"4021","MKD",2003,3
"4022","MKD",2004,3
"4023","MKD",2005,3
"4024","MKD",2006,3
"4025","MKD",2007,3
"4026","MKD",2008,3
"4027","MKD",2009,3
"4028","MKD",2010,0
"4029","MKD",2011,0
"4030","MKD",2012,0
"4031","MLI",1975,0
"4032","MLI",1976,0
"4033","MLI",1977,0
"4034","MLI",1978,0
"4035","MLI",1979,0
"4036","MLI",1980,0
"4037","MLI",1981,0
"4038","MLI",1982,0
"4039","MLI",1983,0
"4040","MLI",1984,0
"4041","MLI",1985,0
"4042","MLI",1986,0
"4043","MLI",1987,0
"4044","MLI",1988,0
"4045","MLI",1989,0
"4046","MLI",1990,0
"4047","MLI",1991,0
"4048","MLI",1992,0
"4049","MLI",1993,2
"4050","MLI",1994,2
"4051","MLI",1995,2
"4052","MLI",1996,2
"4053","MLI",1997,2
"4054","MLI",1998,2
"4055","MLI",1999,2
"4056","MLI",2000,2
"4057","MLI",2001,2
"4058","MLI",2002,2
"4059","MLI",2003,0
"4060","MLI",2004,0
"4061","MLI",2005,0
"4062","MLI",2006,0
"4063","MLI",2007,0
"4064","MLI",2008,0
"4065","MLI",2009,0
"4066","MLI",2010,0
"4067","MLI",2011,0
"4068","MLI",2012,0
"4069","MLT",1975,3
"4070","MLT",1976,3
"4071","MLT",1977,3
"4072","MLT",1978,3
"4073","MLT",1979,3
"4074","MLT",1980,3
"4075","MLT",1981,3
"4076","MLT",1982,3
"4077","MLT",1983,3
"4078","MLT",1984,3
"4079","MLT",1985,3
"4080","MLT",1986,3
"4081","MLT",1987,3
"4082","MLT",1988,1
"4083","MLT",1989,1
"4084","MLT",1990,1
"4085","MLT",1991,1
"4086","MLT",1992,1
"4087","MLT",1993,1
"4088","MLT",1994,1
"4089","MLT",1995,1
"4090","MLT",1996,1
"4091","MLT",1997,3
"4092","MLT",1998,3
"4093","MLT",1999,1
"4094","MLT",2000,1
"4095","MLT",2001,1
"4096","MLT",2002,1
"4097","MLT",2003,1
"4098","MLT",2004,1
"4099","MLT",2005,1
"4100","MLT",2006,1
"4101","MLT",2007,1
"4102","MLT",2008,1
"4103","MLT",2009,1
"4104","MLT",2010,1
"4105","MLT",2011,1
"4106","MLT",2012,1
"4107","MMR",1975,3
"4108","MMR",1976,3
"4109","MMR",1977,3
"4110","MMR",1978,3
"4111","MMR",1979,3
"4112","MMR",1980,3
"4113","MMR",1981,3
"4114","MMR",1982,3
"4115","MMR",1983,3
"4116","MMR",1984,3
"4117","MMR",1985,3
"4118","MMR",1986,3
"4119","MMR",1987,3
"4120","MMR",1988,3
"4121","MMR",1989,0
"4122","MMR",1990,0
"4123","MMR",1991,0
"4124","MMR",1992,0
"4125","MMR",1993,0
"4126","MMR",1994,0
"4127","MMR",1995,0
"4128","MMR",1996,0
"4129","MMR",1997,0
"4130","MMR",1998,0
"4131","MMR",1999,0
"4132","MMR",2000,0
"4133","MMR",2001,0
"4134","MMR",2002,0
"4135","MMR",2003,0
"4136","MMR",2004,0
"4137","MMR",2005,0
"4138","MMR",2006,0
"4139","MMR",2007,0
"4140","MMR",2008,0
"4141","MMR",2009,0
"4142","MMR",2010,0
"4143","MMR",2011,0
"4144","MMR",2012,0
"4145","MNG",1975,3
"4146","MNG",1976,3
"4147","MNG",1977,3
"4148","MNG",1978,3
"4149","MNG",1979,3
"4150","MNG",1980,3
"4151","MNG",1981,3
"4152","MNG",1982,3
"4153","MNG",1983,3
"4154","MNG",1984,3
"4155","MNG",1985,3
"4156","MNG",1986,3
"4157","MNG",1987,3
"4158","MNG",1988,3
"4159","MNG",1989,3
"4160","MNG",1990,3
"4161","MNG",1991,3
"4162","MNG",1992,3
"4163","MNG",1993,3
"4164","MNG",1994,0
"4165","MNG",1995,0
"4166","MNG",1996,0
"4167","MNG",1997,0
"4168","MNG",1998,0
"4169","MNG",1999,0
"4170","MNG",2000,0
"4171","MNG",2001,0
"4172","MNG",2002,0
"4173","MNG",2003,0
"4174","MNG",2004,0
"4175","MNG",2005,0
"4176","MNG",2006,0
"4177","MNG",2007,0
"4178","MNG",2008,0
"4179","MNG",2009,0
"4180","MNG",2010,0
"4181","MNG",2011,0
"4182","MNG",2012,0
"4183","MOZ",1975,NA
"4184","MOZ",1976,3
"4185","MOZ",1977,3
"4186","MOZ",1978,3
"4187","MOZ",1979,3
"4188","MOZ",1980,3
"4189","MOZ",1981,3
"4190","MOZ",1982,3
"4191","MOZ",1983,3
"4192","MOZ",1984,3
"4193","MOZ",1985,3
"4194","MOZ",1986,3
"4195","MOZ",1987,3
"4196","MOZ",1988,3
"4197","MOZ",1989,3
"4198","MOZ",1990,3
"4199","MOZ",1991,3
"4200","MOZ",1992,3
"4201","MOZ",1993,3
"4202","MOZ",1994,3
"4203","MOZ",1995,3
"4204","MOZ",1996,3
"4205","MOZ",1997,3
"4206","MOZ",1998,3
"4207","MOZ",1999,3
"4208","MOZ",2000,3
"4209","MOZ",2001,3
"4210","MOZ",2002,3
"4211","MOZ",2003,3
"4212","MOZ",2004,3
"4213","MOZ",2005,3
"4214","MOZ",2006,3
"4215","MOZ",2007,3
"4216","MOZ",2008,3
"4217","MOZ",2009,3
"4218","MOZ",2010,3
"4219","MOZ",2011,3
"4220","MOZ",2012,3
"4221","MRT",1975,0
"4222","MRT",1976,0
"4223","MRT",1977,0
"4224","MRT",1978,0
"4225","MRT",1979,0
"4226","MRT",1980,0
"4227","MRT",1981,0
"4228","MRT",1982,0
"4229","MRT",1983,0
"4230","MRT",1984,0
"4231","MRT",1985,0
"4232","MRT",1986,0
"4233","MRT",1987,0
"4234","MRT",1988,0
"4235","MRT",1989,0
"4236","MRT",1990,0
"4237","MRT",1991,0
"4238","MRT",1992,0
"4239","MRT",1993,0
"4240","MRT",1994,0
"4241","MRT",1995,0
"4242","MRT",1996,0
"4243","MRT",1997,0
"4244","MRT",1998,0
"4245","MRT",1999,0
"4246","MRT",2000,0
"4247","MRT",2001,0
"4248","MRT",2002,0
"4249","MRT",2003,0
"4250","MRT",2004,0
"4251","MRT",2005,0
"4252","MRT",2006,NA
"4253","MRT",2007,NA
"4254","MRT",2008,0
"4255","MRT",2009,0
"4256","MRT",2010,0
"4257","MRT",2011,0
"4258","MRT",2012,0
"4259","MUS",1975,3
"4260","MUS",1976,3
"4261","MUS",1977,3
"4262","MUS",1978,3
"4263","MUS",1979,3
"4264","MUS",1980,3
"4265","MUS",1981,3
"4266","MUS",1982,3
"4267","MUS",1983,3
"4268","MUS",1984,3
"4269","MUS",1985,3
"4270","MUS",1986,3
"4271","MUS",1987,3
"4272","MUS",1988,3
"4273","MUS",1989,3
"4274","MUS",1990,3
"4275","MUS",1991,3
"4276","MUS",1992,3
"4277","MUS",1993,3
"4278","MUS",1994,3
"4279","MUS",1995,3
"4280","MUS",1996,0
"4281","MUS",1997,0
"4282","MUS",1998,0
"4283","MUS",1999,0
"4284","MUS",2000,0
"4285","MUS",2001,0
"4286","MUS",2002,0
"4287","MUS",2003,0
"4288","MUS",2004,0
"4289","MUS",2005,0
"4290","MUS",2006,0
"4291","MUS",2007,0
"4292","MUS",2008,0
"4293","MUS",2009,0
"4294","MUS",2010,3
"4295","MUS",2011,3
"4296","MUS",2012,3
"4297","MWI",1975,0
"4298","MWI",1976,0
"4299","MWI",1977,0
"4300","MWI",1978,0
"4301","MWI",1979,0
"4302","MWI",1980,0
"4303","MWI",1981,0
"4304","MWI",1982,0
"4305","MWI",1983,0
"4306","MWI",1984,0
"4307","MWI",1985,0
"4308","MWI",1986,0
"4309","MWI",1987,0
"4310","MWI",1988,0
"4311","MWI",1989,0
"4312","MWI",1990,0
"4313","MWI",1991,0
"4314","MWI",1992,0
"4315","MWI",1993,0
"4316","MWI",1994,0
"4317","MWI",1995,1
"4318","MWI",1996,1
"4319","MWI",1997,1
"4320","MWI",1998,1
"4321","MWI",1999,1
"4322","MWI",2000,1
"4323","MWI",2001,1
"4324","MWI",2002,1
"4325","MWI",2003,1
"4326","MWI",2004,1
"4327","MWI",2005,1
"4328","MWI",2006,1
"4329","MWI",2007,1
"4330","MWI",2008,1
"4331","MWI",2009,1
"4332","MWI",2010,1
"4333","MWI",2011,1
"4334","MWI",2012,1
"4335","MYS",1975,0
"4336","MYS",1976,0
"4337","MYS",1977,0
"4338","MYS",1978,0
"4339","MYS",1979,0
"4340","MYS",1980,0
"4341","MYS",1981,0
"4342","MYS",1982,0
"4343","MYS",1983,0
"4344","MYS",1984,0
"4345","MYS",1985,0
"4346","MYS",1986,0
"4347","MYS",1987,0
"4348","MYS",1988,0
"4349","MYS",1989,0
"4350","MYS",1990,0
"4351","MYS",1991,0
"4352","MYS",1992,0
"4353","MYS",1993,0
"4354","MYS",1994,0
